"osf","id","paper","experiment","effect","resulto","resultr","smdo","so","smdr","sr","effectType","ESo","seESo","lowerESo","upperESo","po","ESr","seESr","lowerESr","upperESr","pr","no","nr"
"https://osf.io/vfsbo/","(47, 1, 11)",47,1,11,"Positive","Null-positive",1.07440925375874,0.52481278300168,0.287437452106384,0.234039549599189,"Pearson's r",0.732,0.3333333,0.2726285,0.9195869,0.006798659,0.2762519,0.2182179,-0.1430907,0.6115032,0.191312,12,24
"https://osf.io/vfsbo/","(47, 1, 12)",47,1,12,"Positive","Null-positive",0.895232658865338,0.479905371196194,0.154503219861972,0.227600839083183,"Pearson's r",0.667,0.3333333,0.150838,0.8973882,0.01782211,0.1526915,0.2182179,-0.267161,0.5238232,0.476283,12,24
"https://osf.io/vfsbo/","(47, 1, 13)",47,1,13,"Positive","Null-positive",1.01688045491983,0.509948122359497,0.160403342693746,0.227807300462248,"Pearson's r",0.713,0.3333333,0.2354375,0.9132196,0.009242931,0.1583788,0.2182179,-0.2617404,0.5280394,0.4598103,12,24
"https://osf.io/mokeb/","(48, 1, 1)",48,1,1,"Positive","Positive",4.192694,1.63914318086509,1.56315084476588,0.762139636317093,"Cohen's d",4.192694,2.07268,0.9424328,7.367756,0.002146524,0.8333723,1.063118,-0.9053048,2.483884,0.3467888,6,12
"https://osf.io/mokeb/","(48, 2, 1)",48,2,1,"Positive","Positive",0.2237983,0.0368470546242959,0.207023240409271,0.0267546275427971,"r",0.5448031,0.03646625,0.4926005,0.5930991,1.261028e-09,0.3949782,0.03766218,0.3309264,0.4554072,2.705768e-08,755,1427
"https://osf.io/mokeb/","(48, 2, 2)",48,2,2,"Positive","Positive",0.3030026,0.0372205053640919,0.190306494601934,0.0267137123741398,"r",0.5985329,0.03646625,0.5507,0.6424476,3.932289e-16,0.2636816,0.03766218,0.1937634,0.3309346,7.474277e-06,755,1427
"https://osf.io/mokeb/","(48, 2, 3)",48,2,3,"Positive","Positive",0.2893928,0.0371486162880112,0.112183087567575,0.0265695039540983,"r",0.5122673,0.03646625,0.4576434,0.5630388,6.721047e-15,0.1260148,0.03766218,0.05282251,0.19786036,0.08079083,755,1427
"https://osf.io/mokeb/","(48, 2, 4)",48,2,4,"Null","Positive",0.08189812,0.0441821161934878,0.19265808450997,0.0297247057439273,"r",-0.08532978,0.06074567,-0.20178932,0.03350899,0.06391849,0.3702106,0.04163054,0.2977718,0.4384106,5.388767e-07,514,1153
"https://osf.io/mokeb/","(48, 2, 5)",48,2,5,"Null","Positive",0.1750262,0.0444451126077413,0.170493968864441,0.0296637940333803,"r",0.1352899,0.06052275,0.0175003,0.2493756,8.276394e-05,0.2447383,0.04166667,0.1665761,0.319844,2.487183e-05,514,1153
"https://osf.io/mokeb/","(48, 2, 6)",48,2,6,"Null","Positive",0.1690928,0.0444227244412514,0.158476738938271,0.0296345688332682,"r",0.2672399,0.06551218,0.1444696,0.3819071,0.0001419707,0.02012184,0.04163054,-0.06139251,0.10136955,0.0001421408,514,1153
"https://osf.io/v4se2/","(50, 1, 1)",50,1,1,"Positive","Positive",0.5024568,0.106704129080759,0.426857,0.165290027038953,"r",0.4507904,0.1020621,0.2781297,0.5952318,2.52e-06,0.2389425,0.164399,-0.07840262,0.5123185,0.01096665,99,40
